Bank Name,Region,Address,Website,Page Link
86. IPOTEKA-BANK ACIB ANGREN BRANCH,Tashkent region,"Uzbekistan, 102500, Tashkent region, Angren, street NAVOI, 1",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-angren-branch
87. IPOTEKA BANK ACIB ANDIZHAN REGIONAL BRANCH,Andizhan region,"Uzbekistan, 110000, Andizhan region, Andijan , street ANISIY, 1",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-andizhan-regional-branch
88. IPOTEKA-BANK ACIB AHANGARAN BRANCH,Tashkent region,"Uzbekistan, 102430, Tashkent region, Akhangaran, street AKHUNBABAEV, 1",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-ahangaran-branch
89. IPOTEKA-BANK ACIB BEKABAD BRANCH,Tashkent region,"Uzbekistan, 102900, Tashkent region, Bekabad, street SALOMATLIK, 1",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-bekabad-branch
90. IPOTEKA BANK ACIB BUKHARA REGIONAL BRANCH,Bukhara region,"Uzbekistan, 105000, Bukhara region, Bukhara, street IKBOL, 10",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-bukhara-regional-branch
91. IPOTEKA BANK ACIB DZHIZAK REGIONAL BRANCH,Dzhizak region,"Uzbekistan, 108000, Dzhizak region, Jizak, street RASHIDOV, 72",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-dzhizak-regional-branch
92. IPOTEKA BANK ACIB KARAKALPAK BRANCH,Republic of Karakalpakstan,"Uzbekistan, 142000, Republic of Karakalpakstan, Nukus, 97",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-karakalpak-branch
93. IPOTEKA-BANK ACIB KASHKADARYA REGIONAL BRANCH,Kashkadarya region,"Uzbekistan, 130000, Kashkadarya region, Karshi, street MUSTAKILLIK, 49",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-kashkadarya-regional-branch
94. IPOTEKA-BANK ACIB KOKAND BRANCH,Fergana region,"Uzbekistan, 150700, Fergana region, Kokand, street NAVOI, 164",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-kokand-branch
95. IPOTEKA-BANK ACIB MIRABAD BRANCH,Tashkent region,"Uzbekistan, 100105, Tashkent region, Tashkent, Mirabad district, street TOLLIMARJON, 1/2",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-mirabad-branch
96. IPOTEKA BANK ACIB NAVOI REGIONAL BRANCH,Navoi region,"Uzbekistan, 110003, Navoi region, Navoi, 1 A",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-navoi-regional-branch
97. IPOTEKA-BANK ACIB NAMANGAN REGIONAL BRANCH,Namangan region,"Uzbekistan, 116003, Namangan region, Namangan, street NAVOI, 63",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-namangan-regional-branch
98. IPOTEKA BANK ACIB SAMARKAND REGIONAL BRANCH,Samarkand region,"Uzbekistan, 140102, Samarkand region, Samarkand, street BERUNI, 31",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-samarkand-regional-branch
99. IPOTEKA BANK ACIB SERGELI BRANCH,Tashkent region,"Uzbekistan, 100209, Tashkent region, Tashkent, Sergeli district, street MEKHRIGIYO, 1/2",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-sergeli-branch
100. IPOTEKA BANK ACIB SURKHANDARYA REGIONAL BRANCH,Surkhan-Darya region,"Uzbekistan, Surkhan-Darya region, Termez, street FIRDAVSIY, 75",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-surkhandarya-regional-branch
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1. IPOTEKA BANK ACIB SYRDARYA REGIONAL BRANCH,Sir-Darya region,"Uzbekistan, 107000, Sir-Darya region, Gulistan, avenue NAVOI, 53",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-syrdarya-regional-branch
2. IPOTEKA BANK ACIB TASHKENT REGIONAL BRANCH,Tashkent region,"Uzbekistan, 100139, Tashkent region, Tashkent, Uchtepa district, massif CHILANZAR-23, 40, floor 1",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-tashkent-regional-branch
3. IPOTEKA BANK ACIB TASHKENT CITY BRANCH,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Mirzo-Ulugbek district, avenue MUSTAKILLIK, 15",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-tashkent-city-branch
4. IPOTEKA BANK ACIB FERGANA REGIONAL BRANCH,Fergana region,"Uzbekistan, Fergana region, Fergana, street KOMUS, 38",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-fergana-regional-branch
5. IPOTEKA BANK ACIB ISTIKLOLBRANCH,Andizhan region,"Uzbekistan, 110000, Andizhan region, Andijan , street ISTIKLOL, 22",ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-istiklolbranch
6. IPOTEKA BANK ACIB KUK SARAY BRANCH,Samarkand region,"Uzbekistan, 140105, Samarkand region, Samarkand, street FIRDAVSI, 75",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-kuk-saray-branch
7. IPOTEKA BANK ACIB MEKHNAT BRANCH,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Mirzo-Ulugbek district, street ISTIKLOL, 9",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-mekhnat-branch
8. IPOTEKA BANK ACIB SARDOR BRANCH,Bukhara region,"Uzbekistan, 105000, Bukhara region, Bukhara, street IKROMI, 6",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-sardor-branch
9. IPOTEKA BANK ACIB TINCHLIK BRANCH,Khorezm region,"Uzbekistan, Khorezm region, Urgench, street TINCHLIK, 22 A",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-tinchlik-branch
10. IPOTEKA BANK ACIB HOREZM REGION BRANCH,Khorezm region,"Uzbekistan, 220100, Khorezm region, Urgench, street UZBEKISTAN, 19",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-horezm-region-branch
11. IPOTEKA-BANK ACIB CHILANZAR BRANCH,Tashkent region,"Uzbekistan, 100113, Tashkent region, Tashkent, Chilanzar district, street KATARTAL, 37",info00997@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-chilanzar-branch
12. IPOTEKA BANK ACIB CHINAZ BRANCH,Tashkent region,"Uzbekistan, 102860, Tashkent region, Chinaz, street RASHIDOV, 20",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-chinaz-branch
13. IPOTEKA BANK ACIB CHIRCHIK BRANCH,Tashkent region,"Uzbekistan, 102100, Tashkent region, Chirchik, street MEJKANALNAYA, 1",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-chirchik-branch
14. IPOTEKA BANK ACIB SHAYKHANTAKHUR BRANCH,Tashkent region,"Uzbekistan, 100027, Tashkent region, Tashkent, Shaykhantakhur district, 16 A",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-shaykhantakhur-branch
15. IPOTEKA BANK ACIB SHAKHRISABS BRANCH,Kashkadarya region,"Uzbekistan, 131700, Kashkadarya region, Shakhrisabz, street BUYUK IPAK YULI, 3",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-shakhrisabs-branch
16. IPOTEKA BANK ACIB YUNUSABAD BRANCH,Tashkent region,"Uzbekistan, 100084, Tashkent region, Tashkent, Yunusabad district, avenue AMIR TEMUR, 89",it00837@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-yunusabad-branch
17. IPOTEKA BANK ACIB YAKKASARAY BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Yakkasaray district, street SHOTA RUSTAVELI, 61",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-yakkasaray-branch
18. IPOTEKA BANK ACIB YASHNABAD BRANCH,Tashkent region,"Uzbekistan, 100071, Tashkent region, Tashkent, Yashnabad district, 69 A",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-yashnabad-branch
19. ISLOM TARAQQIYOT BANKI REPRESENTATIVE OFFICE,Tashkent region,"Uzbekistan, 100084, Tashkent region, Tashkent, Yunusabad district, avenue AMIR TEMUR, 107 B",uzbekistan@isdb.org,https://www.yellowpages.uz/en/company/islom-taraqqiyot-banki-representative-office
20. CAPITALBANK STOCK COMMERCE BANK,Tashkent region,"Uzbekistan, 100029, Tashkent region, Tashkent, Yunusabad district, street SAYILGOKH, 7",info@kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-tashkent
21. CAPITALBANK STOCK COMMERCE BANK BUKHARA BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Bukhara, street SANOAT, 11",bukhara@kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-bukhara-branch
22. CAPITALBANK STOCK COMMERCE BANK KOKAND BRANCH,Fergana region,"Uzbekistan, 150700, Fergana region, Kokand, street SARBOZ, 49",kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-kokand-branch
23. CAPITALBANK STOCK COMMERCE BANK MIRZO-ULUGBEK BRANCH,Tashkent region,"Uzbekistan, 100047, Tashkent region, Tashkent, Mirzo-Ulugbek district, avenue MIRZO ULUGBEK, 52 B",info@kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-mirzo-ulugbek-branch
24. CAPITALBANK STOCK COMMERCE BANK NAMANGAN BRANCH,Namangan region,"Uzbekistan, Namangan region, Namangan, street NAMANGANIY, 27",kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-namangan-branch
25. CAPITALBANK STOCK COMMERCE BANK NUKUS BRANCH,Republic of Karakalpakstan,"Uzbekistan, Republic of Karakalpakstan, Nukus, street AYMURZAEV, 8",kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-nukus-branch
26. CAPITALBANK STOCK COMMERCE BANK SAMARKAND BRANCH,Samarkand region,"Uzbekistan, Samarkand region, Samarkand, street NODIRABEGIM, 8",kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-samarkand-branch
27. CAPITALBANK STOCK COMMERCE BANK SERGELI BRANCH,Tashkent region,"Uzbekistan, 100095, Tashkent region, Tashkent, Sergeli district, street YANGI SERGELI YULI, 25",sergeli@kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-sergeli-branch
28. CAPITALBANK STOCK COMMERCE BANK TASHKENT CITY BRANCH,Tashkent region,"Uzbekistan, 100015, Tashkent region, Tashkent, Mirabad district, street NUKUS, 86 А",info@kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-tashkent-city-branch
29. CAPITALBANK STOCK COMMERCE BANK TERMEZ BRANCH,Surkhan-Darya region,"Uzbekistan, 190100, Surkhan-Darya region, Termez, street NAVOI, 28",kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-termez-branch
30. CAPITALBANK STOCK COMMERCE BANK FERGANA BRANCH,Fergana region,"Uzbekistan, Fergana region, Fergana, street KASIMOV, 103",kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-fergana-branch
31. CAPITALBANK STOCK COMMERCE BANK FILIAL CHORSU,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Shaykhantakhur district, street SAMARKAND-DARVOZA, 13",info@kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-filial-chorsu
32. CAPITALBANK STOCK COMMERCE BANK CENTRAL OPERATING DEPARTMENT,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Mirabad district, street MATBUOTCHILAR, 32",info@kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-central-operating-department
33. CAPITALBANK STOCK COMMERCE BANK YASHNABAD BRANCH,Tashkent region,"Uzbekistan, 100047, Tashkent region, Tashkent, Yashnabad district, street MAKHTUMKULI, 1",ingo@kapitalbank.uz,https://www.yellowpages.uz/en/company/capitalbank-stock-commerce-bank-yashnabad-branch
34. COMMERZBANK REPRESENTATIVE OFFICE,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Yunusabad district, avenue AMIR TEMUR, 88 A",office@commerzbank.uz,https://www.yellowpages.uz/en/company/commerzbank-representative-office
35. CREDIT INFORMATIVE ANALYTICAL CENTER,Tashkent region,"Uzbekistan, 100027, Tashkent region, Tashkent, Shaykhantakhur district, street KORATOSH, 1",info@infokredit.uz,https://www.yellowpages.uz/en/company/credit-informative-analytical-center
36. MICROCREDITBANK STOCK COMMERCE BANK,Tashkent region,"Uzbekistan, 100096, Tashkent region, Tashkent, Chilanzar district, street LUTFI, 14",info@mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-tashkent
37. MICROCREDITBANK STOCK COMMERCE BANK BESHKENT BRANCH,Kashkadarya region,"Uzbekistan, 731200, Kashkadarya region, Karshi, street MUSTAKILLIK, 27",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-beshkent-branch
38. MICROCREDITBANK STOCK COMMERCE BANK BUKHARA BRANCH,Bukhara region,"Uzbekistan, 200104, Bukhara region, Bukhara, street KHAMZA, 1",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-bukhara-branch
39. MICROCREDITBANK STOCK COMMERCE BANK GAZALKENT BRANCH,Tashkent region,"Uzbekistan, 102180, Tashkent region, Gazalkent, street TURKISTON, 5 А",00467@mkb.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-gazalkent-branch
40. MICROCREDITBANK STOCK COMMERCE BANK DZHARKURGAN BRANCH,Surkhan-Darya region,"Uzbekistan, Surkhan-Darya region, Jarqurghan, street BAZAROV, 2 А",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-dzharkurgan-branch
41. MICROCREDITBANK STOCK COMMERCE BANK ZHONDOR BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Jandor, street MAKHMUD TARABI, 50",info@mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-zhondor-branch
42. MICROCREDITBANK STOCK COMMERCE BANK KAMASHI BRANCH,Kashkadarya region,"Uzbekistan, 731400, Kashkadarya region, Kamashy, street NODIR, 18",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-kamashi-branch
43. MICROCREDITBANK STOCK COMMERCE BANK KARAKALPAK BRANCH,Republic of Karakalpakstan,"Uzbekistan, 742000, Republic of Karakalpakstan, Nukus, street KARAKALPAKSTAN, 6",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-karakalpak-branch
44. MICROCREDITBANK STOCK COMMERCE BANK KARMANA BRANCH,Navoi region,"Uzbekistan, 706802, Navoi region, Karmana, street KARMAN, 28",info@mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-karmana-branch
45. MICROCREDITBANK STOCK COMMERCE BANK KASHKADARYA BRANCH,Kashkadarya region,"Uzbekistan, 730000, Kashkadarya region, Karshi, square MUSTAKILLIK, 3",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-kashkadarya-branch
46. MICROCREDITBANK STOCK COMMERCE BANK KIZILTEPA BRANCH,Navoi region,"Uzbekistan, 706700, Navoi region, Kiziltepa region, street UZBEKISTAN, 6",info@mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-kiziltepa-branch
47. MICROCREDITBANK STOCK COMMERCE BANK KITAB BRANCH,Kashkadarya region,"Uzbekistan, 731701, Kashkadarya region, Kitab, street GEN. JURABEKOV",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-kitab-branch
48. MICROCREDITBANK STOCK COMMERCE BANK KUYGAN-YER BRANCH,Andizhan region,"Uzbekistan, 711520, Andizhan region, Kuyganyar, street YUSUPOV, 21",info@mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-kuygan-yer-branch
49. MICROCREDITBANK STOCK COMMERCE BANK MUBAREK BRANCH,Kashkadarya region,"Uzbekistan, 731000, Kashkadarya region, Mubarek, street ZANJIRSAROY, 22/24",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-mubarek-branch
50. MICROCREDITBANK STOCK COMMERCE BANK NAVOI BRANCH,Navoi region,"Uzbekistan, 210100, Navoi region, Navoi, street NAVOI, 29",00198@mkb.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-navoi-branch
51. MICROCREDITBANK STOCK COMMERCE BANK NAMANGAN BRANCH,Namangan region,"Uzbekistan, Namangan region, Namangan, avenue KUKUMBAY, 7 A",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-namangan-branch
52. MICROCREDITBANK STOCK COMMERCE BANK SAMARKAND BRANCH,Samarkand region,"Uzbekistan, 140107, Samarkand region, Samarkand, street LUTFI, 15/17 А",00281@mkb.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-samarkand-branch
53. MICROCREDITBANK STOCK COMMERCE BANK SURHANDARYA BRANCH,Surkhan-Darya region,"Uzbekistan, Surkhan-Darya region, Termez, street NAVOI, 395",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-surhandarya-branch
54. MICROCREDITBANK STOCK COMMERCE BANK SIRDARYA BRANCH,Sir-Darya region,"Uzbekistan, 120100, Sir-Darya region, Gulistan, street BUSTON, 30",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-sirdarya-branch
55. MICROCREDITBANK STOCK COMMERCE BANK TASHKENT REGIONAL BRANCH STOCK COMMERCE BANK,Tashkent region,"Uzbekistan, 100096, Tashkent region, Tashkent, Yakkasaray district, street KICHIK KHALKA YULI, 3",info@mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-tashkent-regional-branch-stock-commerce-bank
56. MICROCREDITBANK STOCK COMMERCE BANK FERGANA BRANCH,Fergana region,"Uzbekistan, Fergana region, Fergana, 1",mikrokreditbank.uz,https://www.yellowpages.uz/en/company/microcreditbank-stock-commerce-bank-fergana-branch
57. PEOPLES  BANK RU BEKABAD DISTRICT  BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Zafar, street MUSTAKILLIK, 4",,https://www.yellowpages.uz/en/company/peoples-bank-ru-bekabad-district-branch
58. PEOPLES  BANK RU BEKABAD  BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Bekabad, street INKILOB, 26",,https://www.yellowpages.uz/en/company/peoples-bank-ru-bekabad-branch
59. PEOPLES  BANK RU BOSTANLYK  BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Gazalkent, street OLTINSARIN, 7",,https://www.yellowpages.uz/en/company/peoples-bank-ru-bostanlyk-branch
60. PEOPLES  BANK RU BUKA  BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Buka, street NIZAMI, 4",,https://www.yellowpages.uz/en/company/peoples-bank-ru-buka-branch
61. PEOPLES  BANK RU KIBRAY BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Kibray, 5",,https://www.yellowpages.uz/en/company/peoples-bank-ru-kibray-branch
62. PEOPLES  BANK RU TASHKENT DISTRICT BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Keles, street GAFUROV, 10",,https://www.yellowpages.uz/en/company/peoples-bank-ru-tashkent-district-branch
63. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY OF THE REPUBLIC OF UZBEKISTAN,Tashkent region,"Uzbekistan, 100084, Tashkent region, Tashkent, Yunusabad district, avenue AMIR TEMUR, 101",support@nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-of-the-republic-of-uzbekistan
64. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY ACADEMICAL BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Yashnabad district, street ISTIKBOL, 23",a@academ.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-academical-branch
65. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY ALMAZAR BRANCH,Tashkent region,"Uzbekistan, 100178, Tashkent region, Tashkent, Almazar district, massif KARAKAMISH-2/3, 54",olmozor@mail.ru,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-almazar-branch
66. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY ALMALYK BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Almalyk, street KHODJAEV, 6",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-almalyk-branch
67. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY ANGREN BRANCH,Tashkent region,"Uzbekistan, 702500, Tashkent region, Angren, street AKHANGARAN, 1",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-angren-branch
68. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY BEKABAD BRANCH,Tashkent region,"Uzbekistan, 102911, Tashkent region, Bekabad, street PESHAKOV, 22",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-bekabad-branch
69. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY BEKTEMIR BRANCH,Tashkent region,"Uzbekistan, 100182, Tashkent region, Tashkent, Bektemir district, street BAYKARO, 15",bektemir_mail@mail.ru,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-bektemir-branch
70. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY BESHARIK BRANCH,Fergana region,"Uzbekistan, Fergana region, Besharyk, street OLTIN VODIY, 111",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-besharik-branch
71. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY BUVAYDO BRANCH,Fergana region,"Uzbekistan, 151903, Fergana region, Buvayda region, street KHAMZA, 4",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-buvaydo-branch
72. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY BUKHARA BRANCH,Bukhara region,"Uzbekistan, 200114, Bukhara region, Bukhara, street IKBOL, 3",buhara-mail@buhara.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-bukhara-branch
73. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY VABKENT BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Vabkent, street YARASHEV, 23",vabkent-mail@vabkent.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-vabkent-branch
74. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY GAZALKENT BRANCH,Tashkent region,"Uzbekistan, 102180, Tashkent region, Gazalkent, street OLTINSARIN, 12",gazalkent_mail@nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-gazalkent-branch
75. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY GIZHDUVAN BRANCH,Bukhara region,"Uzbekistan, 200500, Bukhara region, Gizhduvan, street BAKHOUDDIN NAKSHBANDI, 45",gijduvan_mail@gijduvan.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-gizhduvan-branch
76. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY MAIN OPERATION BRANCH,Tashkent region,"Uzbekistan, 100060, Tashkent region, Tashkent, Mirabad district, street YAHYO GULYAMOV, 95",nbu.uz,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-main-operation-branch
77. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY GUZAR BRANCH,Kashkadarya region,"Uzbekistan, 180303, Kashkadarya region, Guzar, street UZBEKISTAN, 14",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-guzar-branch
78. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY GURLEN BRANCH,Khorezm region,"Uzbekistan, 220300, Khorezm region, Gurlen, street PAKHLAVON MAKHMUD, 64",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-gurlen-branch
79. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY DENAU BRANCH,Surkhan-Darya region,"Uzbekistan, 190502, Surkhan-Darya region, Denau, street MUSTAKILLIK, 47",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-denau-branch
80. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY DZHAMABAI BRANCH,Samarkand region,"Uzbekistan, 140400, Samarkand region, Djambay, street AKHUNBABAEV, 10",jambay@mail.ru,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-dzhamabai-branch
81. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY DZHIZAK INDUSTRIAL BRANCH,Dzhizak region,"Uzbekistan, 130112, Dzhizak region, Pakhtakor, 23",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-dzhizak-industrial-branch
82. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY DZHIZAK BRANCH,Dzhizak region,"Uzbekistan, 130106, Dzhizak region, Jizak, street RASHIDOV, 39",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-dzhizak-branch
83. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KAGAN BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Kagan, highway KARAULBAZAR, 1",kagan_mail@kagan.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-kagan-branch
84. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KARAKALPAK BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230100, Republic of Karakalpakstan, Nukus, street GAREZSIZLIK, 52",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-karakalpak-branch
85. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KARAKUL BRANCH,Bukhara region,"Uzbekistan, 200800, Bukhara region, Karakul, street ULUGBEK, 37",karakul_mail@karakul.nbu.com,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-karakul-branch
86. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KARSHI BRANCH,Kashkadarya region,"Uzbekistan, 180000, Kashkadarya region, Karshi, street UZBEKISTAN, 219",karshi@mail.ru,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-karshi-branch
87. NATIONAL BANK FOR FOREIGN ECONOMIC ACTIVITY KOKAND BRANCH,Fergana region,"Uzbekistan, 150700, Fergana region, Kokand, street KHAMZA, 34",,https://www.yellowpages.uz/en/company/national-bank-for-foreign-economic-activity-kokand-branch
